weight_index,episode_index,w0,w1,w2,efficacy,adr_risk,tolerability,actions
2,9,0.3056129217147827,0.6771998405456543,0.01718723773956299,0.47999998927116394,-0.19200000166893005,-5.379300117492676,[0]
3,9,0.47441115975379944,0.03192912042140961,0.49365973472595215,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
7,6,0.06798460334539413,0.5588858723640442,0.3731295168399811,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
7,9,0.06798460334539413,0.5588858723640442,0.3731295168399811,0.47999998927116394,-0.19200000166893005,-5.379300117492676,[0]
8,7,0.4296914339065552,0.273283988237381,0.29702457785606384,0.47999998927116394,-0.19200000166893005,-5.379300117492676,[0]
9,0,0.0818202793598175,0.19068637490272522,0.7274933457374573,0.47999998927116394,-0.19200000166893005,-5.379300117492676,[0]
9,2,0.0818202793598175,0.19068637490272522,0.7274933457374573,0.20000000298023224,-0.656000018119812,-4.328999996185303,[0]
10,4,0.16459892690181732,0.5353683233261108,0.30003273487091064,0.47999998927116394,-0.19200000166893005,-5.379300117492676,[0]
11,8,0.17748349905014038,0.3439481854438782,0.47856831550598145,0.20000000298023224,-0.656000018119812,-4.328999996185303,[0]
13,0,0.09827763587236404,0.4414020776748657,0.46032026410102844,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
15,6,0.4913382828235626,0.4070630967617035,0.10159860551357269,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
19,2,0.44755473732948303,0.40658172965049744,0.14586353302001953,0.20000000298023224,-0.656000018119812,-4.328999996185303,[0]
19,4,0.44755473732948303,0.40658172965049744,0.14586353302001953,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
19,7,0.44755473732948303,0.40658172965049744,0.14586353302001953,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
20,0,0.2730853855609894,0.34682497382164,0.3800896406173706,0.20000000298023224,-0.656000018119812,-4.328999996185303,[0]
21,1,0.5859886407852173,0.2324870526790619,0.18152429163455963,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
25,0,0.21510928869247437,0.5939133167266846,0.19097737967967987,0.47999998927116394,-0.19200000166893005,-5.379300117492676,[0]
25,1,0.21510928869247437,0.5939133167266846,0.19097737967967987,0.20000000298023224,-0.656000018119812,-4.328999996185303,[0]
25,5,0.21510928869247437,0.5939133167266846,0.19097737967967987,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
26,1,0.5076149106025696,0.17937670648097992,0.3130083680152893,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
26,5,0.5076149106025696,0.17937670648097992,0.3130083680152893,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
29,5,0.2534969747066498,0.2181895524263382,0.5283134579658508,0.47999998927116394,-0.19200000166893005,-5.379300117492676,[0]
